baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
65146.545321059566	2.95601085267381	0.14452808915369372	20.452846709474834	5.666969863429432e-93	1.29773609872534e-90	ENSG00000160191
19984.941034762916	3.292712822000742	0.1720041235879277	19.143220251446603	1.1024129228409279e-81	1.2622627966528624e-79	ENSG00000154734
9241.999837122474	2.744451109425078	0.1797054886012342	15.271938162751416	1.176243943007791e-52	8.978662098292803e-51	ENSG00000183145
5645.742747086324	2.9468643607892755	0.20414123610514553	14.435419403806566	3.097557289590967e-47	1.7733515482908286e-45	ENSG00000142168
11088.80517838516	3.1486151774933755	0.21857385410838748	14.405269058082421	4.794470968697406e-47	2.1958677036634115e-45	ENSG00000276289
9475.57982464586	3.2380607453241845	0.24046220303343824	13.465986356591376	2.4798436712152365e-41	9.464736678471485e-40	ENSG00000154723
25620.131646465597	2.57218456852087	0.22059126194564982	11.660410053570551	2.0306209181272725e-31	6.643031289302078e-30	ENSG00000180509
33677.277418129896	3.019092435543398	0.2672559520758425	11.296633104308311	1.363457324584779e-29	3.90289659162393e-28	ENSG00000156299
2370.5962772521925	1.6225692381371781	0.31917736217539916	5.0835974928745715	3.703523430408698e-7	9.423409617373243e-6	ENSG00000275993
9048.485253418192	2.5801565392918375	0.5679465284268003	4.542956792849524	5.547062436920631e-6	1.2702772980548245e-4	ENSG00000142178
291.0759737171393	-1.2948662539516842	0.3284367873734723	-3.9425128479266993	8.063232933812747e-5	0.0016786184925846536	ENSG00000222018
438.543702796511	-1.2131271897660336	0.3180222297571723	-3.8145987174931886	1.364044025450521e-4	0.0026030506819014108	ENSG00000215455
1445.2424356833371	-0.6309034559801047	0.20596124107292124	-3.0632144800328294	0.0021897305411332415	0.038572945686116335	ENSG00000166351
659.8877396249843	1.0023374406355734	0.3469078645200779	2.8893477004974657	0.0038604195730567487	0.06314543444499968	ENSG00000156284
3338.7508547653883	0.45731870776664463	0.1717534419044204	2.6626465396899546	0.007752880402025683	0.11836064080425876	ENSG00000157557
7386.580246039352	0.4026500496343507	0.1601566761771168	2.514100936941656	0.011933627356904532	0.1708000415456961	ENSG00000160183
6912.993665882704	-0.5778674356297835	0.259478629835504	-2.22703286199762	0.02594507759996051	0.3320044851898201	ENSG00000171587
4443.299089789518	0.3746696449291408	0.16840796723927248	2.224773869497597	0.026096422416667087	0.3320044851898201	ENSG00000154721
8144.389848752981	-0.3962343599509498	0.18249187384511587	-2.1712438565195566	0.029912743783987915	0.34920151523758913	ENSG00000205581
1388.0967923435428	-0.5217750427796679	0.24116477522644988	-2.163562412005358	0.03049794892904709	0.34920151523758913	ENSG00000205929
494.4428688446999	0.5439807377420193	0.2570391398373378	2.1163342597795296	0.034316388925594486	0.37421205066481605	ENSG00000276612
8129.392255345789	0.38507423273786706	0.18754304908350353	2.0532578233086785	0.040047579052941575	0.4096959506726781	ENSG00000157542
1277.4079079321148	-0.5340451061890822	0.26152650246534503	-2.042030544341672	0.04114850159594583	0.4096959506726781	ENSG00000160284
434.8337802105043	0.7373804546334052	0.39634022687805365	1.8604734130615592	0.06281857659192444	0.5993939183146123	ENSG00000221859
3054.1429004842585	-0.3773108874538084	0.20552136226621734	-1.8358718689547586	0.0663766090758329	0.6080097391346294	ENSG00000142149
26597.94453909521	-0.30657746371201006	0.17049325288495584	-1.798179450062344	0.07214857500375431	0.6354624490715284	ENSG00000182670
8366.228586565947	-0.363336947255324	0.20679144763947205	-1.7570211505496072	0.07891420416599247	0.6693093612597139	ENSG00000160285
2284.5922747317118	-0.5250616784816701	0.3056297456561665	-1.717966545940736	0.0858027174706205	0.7017436535990034	ENSG00000249624
4061.863409677024	-0.27039212076674457	0.16575062840297514	-1.6313188273975265	0.10282306271734368	0.7397273976598285	ENSG00000160226
5359.096202804824	-0.4225221090712354	0.2630380389345247	-1.606315614208215	0.10820458133585734	0.7397273976598285	ENSG00000184012
151.7373061496696	0.7932404507582698	0.4981762241095976	1.592288857574541	0.11131981540025306	0.7397273976598285	ENSG00000244025
5682.163822446355	-0.2693914807970614	0.16952256965714932	-1.5891186721738102	0.11203360297634121	0.7397273976598285	ENSG00000166979
8754.340524703659	-0.2578996515677705	0.16438994278234978	-1.5688286473171076	0.11668787135426842	0.7397273976598285	ENSG00000173276
4384.692990096248	-0.3919090575817697	0.2512708361027413	-1.5597076989130696	0.11882897195129224	0.7397273976598285	ENSG00000156239
7780.294190886979	0.2729263765000798	0.17607883795946552	1.5500237260931333	0.1211358214193749	0.7397273976598285	ENSG00000160201
8136.651936758492	-0.23781111091059728	0.15392742235182402	-1.5449561051379437	0.12235688111922051	0.7397273976598285	ENSG00000186866
3709.502848055371	0.2734414056356449	0.17921604705942532	1.5257640714783531	0.12706863144016287	0.7397273976598285	ENSG00000142188
294.41871345994156	-0.5452078254621321	0.3575516775141335	-1.5248364355403725	0.12729989953258714	0.7397273976598285	ENSG00000159197
1102.0172816329814	-0.43426877656378277	0.28685228059826545	-1.5139108382128328	0.13004845488132286	0.7397273976598285	ENSG00000285815
9858.764410806369	0.2757873291933058	0.18306195731022432	1.5065245299761831	0.13193257490364133	0.7397273976598285	ENSG00000182871
803.4616257002948	0.3436172454404046	0.23069144821555013	1.4895101144769811	0.13635309191151884	0.7397273976598285	ENSG00000183036
3351.4129866191597	-0.29373855752992	0.19750742237300797	-1.487227943136092	0.13695461826017874	0.7397273976598285	ENSG00000243646
461.8998318481391	-0.44436683533434085	0.30187242367992806	-1.4720352058573525	0.14101137081505613	0.7397273976598285	ENSG00000188694
2300.681118636379	-0.36278277944460346	0.24714384638095888	-1.4679013244998762	0.14213102837132077	0.7397273976598285	ENSG00000142166
3482.9732593174394	-0.24156964109179985	0.171035553539976	-1.412394301020799	0.15783389356990876	0.7705056813060599	ENSG00000160214
629.2475514995976	0.48177863952774946	0.3477357164102532	1.3854735558982803	0.16590771301757798	0.7705056813060599	ENSG00000272804
100.44486259260839	-0.7286868471794269	0.5322814686513325	-1.3689878195942764	0.17100308238033715	0.7705056813060599	ENSG00000186924
7442.760371204567	-0.20562586074580036	0.15237609547988032	-1.3494627231274023	0.17718838588801725	0.7705056813060599	ENSG00000160298
5622.550515785325	0.2985625810291971	0.2213748620565916	1.348674272478478	0.17744161270036254	0.7705056813060599	ENSG00000155307
343.7493854962402	0.5203846406748752	0.3862439913845145	1.3472951095226766	0.17788520654918333	0.7705056813060599	ENSG00000159231
2710.4479229889166	0.2564115289792364	0.1903828853160193	1.34682026986625	0.17803812482396889	0.7705056813060599	ENSG00000184900
